feature1,feature2,feature3,feature4,label
0.48800823519795,0.9773460156588458,0.6734778747570844,0.9464627682159401,0
0.7779505049627123,0.45999090138411947,0.9054367282109571,0.15692711340745535,1
0.6826509396619327,0.0037262388063227236,0.5319888322342866,0.31215833513280133,0
0.3152778420352922,0.28881447041977815,0.40947028855152434,0.45294819155931776,0
0.8062781188704152,0.6172847895466331,0.3792142984090898,0.320733793598199,1
0.5693739366330135,0.6157124577592644,0.05105214892448817,0.9884919973565477,0
0.3029253504653543,0.417376883879903,0.48505709456267243,0.1810635574353896,0
0.1492007173199782,0.2257646252451022,0.08156737313980011,0.6763825482917402,1
0.6431447439870184,0.8533944910730858,0.8640198424640004,0.3622610633644806,1
0.24529786041518709,0.2751368012980211,0.9655474882345676,0.6668820979165417,1
0.016057355260301276,0.9130899006697283,0.9173353609147586,0.3895678023965391,1
0.8134109834091318,0.8036191235903999,0.5869093451704168,0.48962667114748815,1
0.8332728477485051,0.041295655571130574,0.8587395012666245,0.9710216622061739,1
0.36124410627545156,0.3531184221222565,0.9982792050390913,0.5105856681945717,0
0.8747912198828062,0.4346045152300322,0.7131241544119501,0.7134016550279079,1
0.6558155251914756,0.5367112346639212,0.935252234072427,0.03562120182733608,0
0.32134025188997095,0.24882223874007514,0.4884338576562115,0.5852258780137369,1
0.49029335225689197,0.7194169938854966,0.07646915091345075,0.29015981095908217,1
0.622073257531386,0.7836737497805095,0.6794433139332722,0.08586270480103397,1
0.6833438154889083,0.9674403712892444,0.326614424324284,0.2659536727535482,1
0.7169748251012075,0.7305829563431223,0.37193642202446286,0.3748868238230053,1
0.32522245967055874,0.6571193515369946,0.2750556392288288,0.20073244368115872,0
0.9764301889465297,0.6290830152269575,0.12966606245981793,0.5392929809075544,0
0.6043029643009484,0.17637724057930382,0.20868096979795658,0.04448377576140172,1
0.2355558822833137,0.9285826240445418,0.4428570753866343,0.18307370385553667,1
0.3618884856253344,0.22986014510080122,0.9049368401025971,0.043289041795344985,1
0.3232797086185929,0.38263696493516375,0.3461666627166564,0.6109306199691666,0
0.24508089573380365,0.953116964088547,0.5362919542173402,0.6623803795385823,1
0.6637211600830348,0.4125955324215994,0.08543207222376126,0.706939554466157,1
0.3527031329221898,0.4228000077035583,0.1602514308410783,0.24047596771761326,1
0.846142851916374,0.5675437726796874,0.4882030334217329,0.3071758944063022,0
0.5321761253810039,0.8794215113566397,0.020399064406737666,0.2622967930145951,1
0.43685692782731855,0.02443389154282327,0.40596889641892775,0.8250815859748464,0
0.17878091272227448,0.0637503407040092,0.050285833761219645,0.08859914888085385,0
0.7916838548050852,0.18510625281687243,0.8144105918683378,0.8737375368544177,1
0.21693637536483823,0.39766641926245827,0.4307568697068547,0.6528284724699979,1
0.31257670833355133,0.2723791083884569,0.7654217382212942,0.6338238928575584,1
0.4747968429034385,0.2835437134818336,0.7561627623446173,0.3924664680808079,1
0.6189284009540589,0.9619455288116747,0.9602592524873024,0.8115521851283807,1
0.876275802430465,0.014736178079841733,0.61550753920897,0.022377474617325088,0
0.11788021543416705,0.3448495470934343,0.6343757994875348,0.6403927764317552,1
0.4113152973992704,0.7035030804153821,0.4532701805770396,0.9392333845411617,0
0.9383941697262153,0.6889078599434809,0.6101310880766129,0.23758709033782655,0
0.998170437976009,0.8371372859306777,0.34022528046839307,0.24642370591739438,0
0.37855958579869653,0.4393605603077334,0.753080268962984,0.03646559132801486,0
0.04635697452624743,0.9715259135055395,0.7504700740113093,0.48315204570632575,0
0.001267689339010225,0.8135434828940289,0.6932797379639604,0.762345926701669,1
0.4052001149952673,0.3426753666690847,0.5264107729375496,0.3258597203622774,1
0.37529982983384735,0.16668960656199172,0.0767780918429477,0.7115957729367164,0
0.6242881044397693,0.9338741204914847,0.33716216055680437,0.3407061822325034,1
0.3711878438930404,0.5594067586324515,0.4797234656993823,0.2848147642713461,0
0.34991874415074087,0.15761898991151302,0.012007000942443669,0.48095480859388096,1
0.5543757671765265,0.9518713548631244,0.4776752683775538,0.4510631843742491,0
0.9915990782199375,0.03443024325351518,0.539235364434073,0.24960274288310735,0
0.23272465325146885,0.5276858139428373,0.504839005794913,0.5745008322054292,0
0.17488439867938144,0.7417588007107766,0.014136422774755686,0.6102649829942441,0
0.17601610154162062,0.5558353346960041,0.9450894661641865,0.5977614540970059,0
0.020508713499555298,0.7458760354831215,0.17378805259721997,0.9460158156493628,0
0.0917455045392832,0.8996450395386494,0.599745831899718,0.39574441944190875,1
0.7601072006234699,0.6947667441018713,0.4069531976262114,0.8810762541732337,1
0.8257099148500244,0.860836072787719,0.822286886335075,0.40496832878092526,1
0.40179215586702033,0.909398811467515,0.9164796202735571,0.621137212445783,0
0.07974858989649569,0.016379759639359115,0.9357323841408165,0.5565042667193497,0
0.9211379487529445,0.8040665709628136,0.374879608044527,0.3324554380575582,1
0.9977479700796382,0.9474245559635027,0.09804930077575114,0.42937050287899103,0
0.9211563376312331,0.7998956625817809,0.5345459009798489,0.27853897728993693,0
0.3507082045038602,0.1589758360360889,0.08202408952523077,0.4224236452795148,0
0.012385421987878287,0.3863278852306882,0.27272445073840645,0.9242560840419065,0
0.9799037372801084,0.25510141179217016,0.7652027718270931,0.6722821168161289,0
0.8535450665615103,0.26697508946888737,0.9482187085679771,0.3397227143473859,0
0.6372333654863473,0.910737423167531,0.08003184755077397,0.7793811420677605,0
0.3588283011452781,0.7726236896426016,0.05311941666665321,0.9911371866251724,0
0.47213694502437065,0.14563540531652464,0.33888024160194274,0.35185529898622114,0
0.9772615257461802,0.8628675431084578,0.3475299886195893,0.41892861357993016,0
0.13878735162354072,0.5147191730534119,0.42622191114819186,0.479518504002747,0
0.6999336173008356,0.6203695168757607,0.6554032038865781,0.7806609369345063,0
0.624833263666672,0.3582975583429562,0.14946474259171294,0.20059427451181233,1
0.7735299441307036,0.8262177193250175,0.3401356762669403,0.6462535614930233,1
0.900739301620503,0.5108665252400466,0.2828630100128441,0.12718726673497271,0
0.3246528161307598,0.040079224573912,0.9048752357253865,0.84750395218663,1
0.22194051496243938,0.7289694905797585,0.5426125493933541,0.32516681512668644,0
0.6420773946932365,0.6262620780504642,0.46041280201604595,0.2346370088980929,1
0.0276479297503609,0.2822441424836277,0.6863975512755518,0.4650248508073921,0
0.05092612490970527,0.2216312545163549,0.6942677595573401,0.36845820559824405,0
0.03420587123796126,0.05163800363821036,0.24613863170608152,0.7849134552558874,1
0.37971805236969514,0.7753170777574417,0.3703261871054374,0.5755102299783305,0
0.35532740419586173,0.3762537116704161,0.7811150440022255,0.8257770797708883,0
0.7066253923917604,0.8604180726850453,0.7780870310392286,0.9043288870762356,0
0.726745375872647,0.5226421436044744,0.5948610660900276,0.4243535290389421,0
0.5478517212763138,0.998349185694272,0.9460664051914321,0.9278206204906214,1
0.6736068674523056,0.9955567245878533,0.5555538680514059,0.4406305757376835,1
0.2900024717562254,0.9584777757459056,0.25602517718586315,0.6580461525336172,0
0.3085930873216358,0.8025398932836758,0.9041355640591042,0.8891534362928692,0
0.17141591344382145,0.4126783050890641,0.7805426826371014,0.8505691514821866,1
0.18244630748806823,0.6871568644081429,0.46797282415992514,0.6584767783143327,0
0.3600328293348677,0.5284864648548184,0.04555660790939897,0.5254069583403012,1
0.08852281428130426,0.39031132861186557,0.738408295623359,0.7411557706971342,0
0.8974568948433782,0.044188647936432734,0.6183806523763762,0.08878830946758398,1
0.823377066974244,0.4733576756208192,0.9547903288988424,0.988091579161487,1
0.8167424925367102,0.9307204530075125,0.8834038648033983,0.3616850918149279,0
0.7463936896946219,0.3147419382266926,0.7428857403132482,0.26275333107277754,1
0.5603879360598145,0.1058507647377247,0.35323980312760783,0.6583697297885758,1
0.3520066666093131,0.970901891066969,0.14498356602730644,0.6994704605945692,0
0.800801292771133,0.46286755015616,0.6355570035819236,0.1509613108655291,1
0.28192869152082534,0.522757298526635,0.8240485225608233,0.8642753699828649,0
0.28083843799280095,0.0884522577856578,0.7938678320682347,0.5027959519790359,1
0.4967194695491636,0.8829605838453186,0.06148932046775568,0.36884784948437455,1
0.030280157097516858,0.482803373116656,0.15785494806801292,0.3358253622324284,0
0.23632300461553524,0.45248974319651103,0.3623134537274736,0.5356120385729525,1
0.2591617808868152,0.4598356254184509,0.04392143939338189,0.4100191538180593,1
0.08882783544823802,0.8745026132447576,0.6768869421067422,0.3725406031556886,1
0.16241311181583296,0.8032931350889734,0.9900291097053945,0.533240917109914,0
0.20787759123968563,0.5227963280969018,0.5701962013133541,0.021596585661348255,0
0.3717064723921253,0.762618374369722,0.6463211308733462,0.2932210942533239,0
0.7379931887503278,0.9756106510051497,0.6463896388290442,0.21468405564968784,1
0.3958680929239845,0.5758464278053306,0.14626698976209684,0.02674743155245618,1
0.020808818568875398,0.6369432232540313,0.3639980693498147,0.9815584924841754,1
0.4542493696958162,0.9964929329230027,0.8835059229048036,0.5189450036443587,0
0.7411825730994777,0.4629233756184754,0.728023200289,0.7233273294634504,0
0.1536079033797163,0.7251945248651486,0.669637070259549,0.9159348736101606,0
0.3683617700057924,0.6635752862141702,0.3924086993573336,0.621713781517297,0
0.17703311495995,0.9399790082370904,0.8897415951601395,0.5096227779458753,1
0.50559004574424,0.7673404990483521,0.948751839151734,0.8174761607552945,0
0.7705206221946522,0.6619756844634042,0.7093052975884423,0.5764107641995845,0
0.16268080035314303,0.984360207092299,0.3424633848748453,0.5884283740068789,1
0.20807414627428356,0.08403536873682971,0.7568204932784551,0.8430273530772555,0
0.8407776669566258,0.14349078475250898,0.7976623090695012,0.22647847843068902,0
0.03311330867906792,0.8331665283538522,0.19082714964542713,0.15835389008038236,1
0.5201483817564682,0.6304403459901412,0.11791891943520838,0.5866633179845977,0
0.5682127177599964,0.07976473311203736,0.6996659363087008,0.08754924981107082,1
0.40977107448284955,0.48955609955435186,0.7426955142785594,0.0007754187190690542,0
0.2352136962412238,0.38545451985908386,0.552265063602749,0.8449194053829778,1
0.4565793096090387,0.9302871818575691,0.534208779137211,0.9602068178929956,1
0.29101965514680117,0.9870079732442855,0.9005232711543433,0.2794513392499606,0
0.8746753500601693,0.5532654317499606,0.07181723904687543,0.9996922192841101,1
0.10152438277314546,0.41180783621753503,0.4465744397769237,0.8062300507681238,1
0.17009467451884674,0.1954421777175468,0.2184983141099721,0.5725129466922955,0
0.841220123263094,0.17362801210000478,0.7560461277230137,0.015493918359413938,0
0.21015643637295223,0.9980301952919656,0.3994354761796226,0.9716613875418534,0
0.8392064051295784,0.5768046803876475,0.36144161799621277,0.5969599377403992,0
0.8910115737488115,0.45864113454391464,0.740757754588842,0.6488544060378959,1
0.24210500524174672,0.5487257753422331,0.835856366259436,0.7132605983788137,1
0.6707262139502003,0.303211649428905,0.5953873037443423,0.5907838781076366,1
0.19480560777854894,0.14044059576657353,0.7408422454444145,0.5551674904937375,1
0.7020753328475182,0.6545734070279479,0.9234891409386691,0.7044320148107635,1
0.12682000292773044,0.5012779779853611,0.2616152395148822,0.6974293270437477,1
0.6195901121375023,0.4427001879376826,0.07076528874706389,0.41955933304151716,0
0.45649801429943093,0.34510439602745857,0.33611850339562477,0.9747921270763141,1
0.1598355222004818,0.6035332643016904,0.7070141079604355,0.8787252784852982,0
0.4588589867092573,0.8573693336392356,0.7402380678142104,0.8703942912210697,1
0.12477799084664443,0.8089872614608421,0.10965875620799148,0.2765186712517833,0
0.3070121500033216,0.5363680081311335,0.26105320167679635,0.06917818783479124,0
0.3853295182610149,0.1973272900722448,0.9111621886651707,0.5476653992323737,1
0.5332408147945908,0.9940288451058543,0.5620503790160284,0.47049886030410726,1
0.6577073037690139,0.42942321797940863,0.16885434044071757,0.07107175081397721,0
0.25823836422571644,0.9804400125847591,0.7786944732150488,0.5212682933974491,0
0.3738279157064812,0.7814408852080513,0.6229633547304114,0.020471731232555745,0
0.2564228561561165,0.3839897020795551,0.08712363448956895,0.19558950044998424,0
0.9855044773103774,0.7834332932973199,0.7033754046866344,0.08904405200034204,0
0.21795430275657668,0.6035280884855695,0.15917649132657596,0.2238401370797054,1
0.4862148964484283,0.4197135913787515,0.6830150316122973,0.19189821381568772,0
0.7848230941319191,0.7982041329726144,0.3702447358504777,0.6621700543311032,0
0.42142508168959303,0.22446092186704447,0.091574825301448,0.09152489055292556,0
0.11585465376700477,0.48249994233719695,0.22581264046542593,0.3194954548158331,0
0.5866900532475915,0.6091417455023902,0.36698505022358385,0.6889535546094799,0
